,x1,x2,x3,x4,x5,split
2939,0.7080708069802464,0.5764576466666668,0.8127812800000003,0.3645364533333335,1.0,1.054797815172334
14,0.016201620161218955,0.8922892288888887,0.3580358066666669,0.9439944,0.0,-0.8035877892163111
2138,0.43404340419877774,0.058205820000000075,0.8679868000000002,0.2165216533333334,0.0,0.3130424495850052
2909,0.7512751271148905,0.6221622155555554,0.5622562266666669,0.010000999999999927,0.0,-0.6516367324639469
649,0.8300830082381081,0.7104710466666667,0.5857585733333335,0.030503053333333363,0.0,0.34405709479716096
409,0.735773576933298,0.7907790777777778,0.7078707866666667,0.26702670000000006,1.0,0.42496008316418216
2351,0.3432343236779165,0.9105910600000001,0.22472247333333328,0.8545854599999998,0.0,1.9320024270193707
948,0.3748374833909116,0.6502650266666669,0.1543154333333332,0.4824482466666664,1.0,0.6652650013890126
5277,0.22692269200106296,0.4562456244444445,0.8132813266666665,0.08780877999999992,0.0,-0.793108283077387
1548,0.21872187261936404,0.5319531955555555,0.5481548133333334,0.20452045333333335,0.0,1.3081433682557775
5513,0.6330633067587919,0.9142914288888887,0.5155515533333332,0.6090609066666668,1.0,-0.407781774695329
3317,0.3613361334041989,0.38883888444444425,0.20542053999999998,0.3716371666666667,1.0,-0.2390666875999268
2894,0.1921192116219329,0.36083608444444437,0.557055706666667,0.5770577066666667,1.0,-1.4280344943496899
999,0.6456645663920633,0.89999,0.8363836400000002,0.45224522666666656,1.0,-0.44789257462475507
8910,0.07340734077420497,0.07500750000000012,0.95359536,0.4896489666666666,1.0,0.06137973339724936
1138,0.8878887890867215,0.9807980799999999,0.007600760000000317,0.22172217333333322,0.0,1.3587727966926306
4186,0.7941794180175392,0.23882388222222228,0.5297529733333333,0.6027602733333333,0.0,-1.2398312655822885
7628,0.47434743467091867,0.6033603355555556,0.6998699866666662,0.5010501066666668,1.0,-0.39221917006457463
6591,0.6013601364159804,0.5196519644444445,0.6753675400000003,0.06710671333333329,1.0,1.177086212116984
430,0.6229622960403933,0.919091908888889,0.4642464266666666,0.15811581333333324,1.0,-0.6753804998098112
2912,0.7368736876605546,0.23692369333333352,0.6823682400000002,0.5473547333333333,0.0,-0.8485921384539955
6912,0.32533253343963153,0.885088508888889,0.9705970600000002,0.5245524533333332,0.0,0.8537882307359042
8819,0.20652065196208702,0.2335233533333333,0.15171517333333373,0.7626762666666667,1.0,1.0728370103354445
3030,0.26252625298963594,0.22362236222222232,0.5822582266666667,0.9125912599999999,1.0,-0.12612549566300296
2252,0.9040904092479405,0.48304830444444435,0.9759975999999999,0.81318132,0.0,-0.4415723200721659
2791,0.6012601257861636,0.06330633111111117,0.823082306666667,0.44744474666666667,0.0,-0.3530853929448337
2361,0.02350235025245828,0.7578757866666667,0.05190519333333343,0.7586758666666666,0.0,0.5287780368002973
7134,0.7172717273452034,0.5842584266666669,0.9576957666666668,0.3209320933333334,1.0,-0.24984340410355502
93,0.36823682345646214,0.13461346222222226,0.7720772066666668,0.6506650666666667,0.0,-1.5901554123735115
1961,0.4355435547878468,0.7318731866666667,0.15591559333333338,0.34833483333333315,1.0,1.3517485929604194
8587,0.7134713473292587,0.4673467355555555,0.8814881466666669,0.9146914666666668,0.0,-0.5931283620473784
9454,0.24622462219860053,0.5033503355555556,0.7706770666666669,0.26362635999999995,0.0,-0.7648734681502543
1659,0.9722972300469486,0.9389938999999999,0.44564456666666663,0.5292529266666666,0.0,-0.9255334375922644
4332,0.3355335530162107,0.22262226222222214,0.2567256733333334,0.04760475999999991,0.0,-0.16974305814720794
6321,0.9580958091947915,0.29332933333333344,0.03380338000000016,0.023602359999999933,0.0,1.3657582134903057
8898,0.12271227123748785,0.21512151111111122,0.05220521999999983,0.5372537266666666,1.0,0.6849664026245164
5167,0.4226422641509435,0.13821382222222234,0.7618761866666666,0.21482148,0.0,0.5242900461958299
1433,0.9242924289131011,0.9498949888888887,0.7228722866666666,0.94679468,1.0,-0.05816651237095797
2052,0.9399939994685094,0.033203320000000036,0.5009500933333331,0.9148914866666666,0.0,1.3287463632683298
270,0.8874887492249093,0.36983698444444435,0.9839983999999999,0.4049404933333334,0.0,0.5146899957518107
1685,0.5646564655859687,0.8215821577777777,0.9266926666666668,0.44114411333333337,1.0,-0.44842094313304515
8815,0.4888488847550714,0.013001300000000104,0.43154315333333315,0.7903790400000001,0.0,1.4745188546850339
7528,0.2892289228452476,0.012801280000000026,0.8309831000000001,0.6222622266666664,0.0,-0.4862176057679
6551,0.5868586854460092,0.8618861888888888,0.5376537666666668,0.8361836200000001,1.0,0.5864730702209497
6983,0.11021102108246972,0.6168616866666666,0.5646564666666669,0.17441744000000003,0.0,0.3522151547240193
6038,0.016301630170962866,0.6131613155555556,0.6548654866666666,0.013301333333333276,0.0,0.8236540715501988
1637,0.2642264230667021,0.40384038444444437,0.16271627333333338,0.3045304533333334,1.0,1.108007475270615
5371,0.1198119812206574,0.6536653666666666,0.6538653866666664,0.33673367333333326,0.0,-1.0879933468041254
2672,0.7570757073257155,0.6139613955555555,0.10581058000000043,0.3260326,0.0,0.22078650575848632
6388,0.09320932093188061,0.33103310222222226,0.5032503266666666,0.12131213333333324,1.0,0.4496847718920247
3078,0.9550955097882898,0.95939594,0.009200919999999613,0.026202620000000065,0.0,-1.9096950045388184
3966,0.29062906280449985,0.4763476355555555,0.8441844199999999,0.6080608066666666,1.0,0.36629333690781746
624,0.7278727876694129,0.3271327133333334,0.687668766666667,0.9518951866666667,0.0,0.2817533219378834
6308,0.1004100410133758,0.5736573666666666,0.5757575733333335,0.21352135333333333,0.0,-1.9596790193277556
6773,0.7348734874656748,0.3160316022222224,0.15341534,0.96219622,0.0,0.2671819985299637
2635,0.19891989193019755,0.5234523444444444,0.45174517333333375,0.32393239333333324,0.0,1.0453920097747458
6333,0.8388838887412524,0.3860386044444445,0.15891589333333345,0.15751575333333334,0.0,-0.07781274908055064
3518,0.9624962494463638,0.7301730177777775,0.49584958666666656,0.8084808466666666,0.0,0.6813409256187052
8849,0.5499549951280007,0.049404940000000064,0.12921292000000006,0.07460745999999996,0.0,-0.46646261808129824
1843,0.8761876189210738,0.0710071000000001,0.24722471999999973,0.23742373999999988,0.0,1.6038057023575238
8615,0.9548954894144746,0.857285728888889,0.4409440933333335,0.8708870866666667,0.0,0.10206478449966966
5835,0.7159715971299498,0.3399339933333335,0.44634463333333363,0.25912591333333324,0.0,-0.6458183757527007
3002,0.6513651368588893,0.40774077333333325,0.02730273333333333,0.8388838866666666,0.0,-0.561340932438065
2398,0.23402340242714148,0.48804880444444454,0.22312231333333354,0.7467746799999999,1.0,2.057509615492329
3606,0.031503150323323625,0.47534753555555576,0.04400440000000039,0.0014001399999998831,0.0,0.3119658021729372
9583,0.6467646762335018,0.17891789111111123,0.3914391466666669,0.10641064,0.0,-1.1190302320530636
9508,0.3828382841704314,0.30533053333333326,0.2501250133333337,0.31403139999999996,0.0,-0.20276690811807116
3050,0.14621462148994613,0.05340533999999997,0.6761676199999997,0.08310831333333324,0.0,-0.8658631102069054
160,0.3737373735494731,0.002700271111111263,0.6244624466666671,0.13741373999999995,0.0,0.6641316085073316
5406,0.9100910089467624,0.054605460000000106,0.37383738666666666,0.7388738866666666,0.0,0.04881599553901877
3853,0.3070307033395341,0.7925792577777778,0.9327932800000003,0.5909590933333333,0.0,0.6309260677399917
7242,0.3630363034812649,0.6196619666666666,0.6092609266666664,0.15791579333333328,1.0,-0.963828931035925
164,0.42954295420320676,0.5651565155555557,0.48084808666666623,0.49664966666666666,1.0,0.07440483722807519
1953,0.7660766073168572,0.41904190444444456,0.9842984266666663,0.7385738599999998,0.0,-1.7497917514380135
8303,0.8107810780405706,0.9006900688888887,0.046004600000000284,0.9857985799999998,0.0,-2.7530560920211093
1574,0.44644464434405173,0.5195519555555556,0.8607860800000005,0.1059105933333333,1.0,-2.237300694232401
8543,0.6669666967844805,0.03230323111111122,0.32013201333333363,0.7471747200000001,0.0,1.358797482226581
6287,0.42224222428913105,0.6701670177777778,0.01330133333333361,0.39413941333333335,1.0,1.6099777457767852
4074,0.014301430153246586,0.5996599666666668,0.9267926800000001,0.22742273999999985,0.0,0.5475037825043853
2447,0.04330433041013371,0.11021102000000005,0.05570557333333381,0.4340434066666665,0.0,-1.4502738068779066
1950,0.6568656869519001,0.3926392644444444,0.7574757466666671,0.030803079999999983,0.0,-0.2916467709797097
6476,0.37433743378510065,0.00360036000000008,0.8735873599999997,0.16681667999999983,0.0,0.7104458683057939
5771,0.8293829382584819,0.03820382,0.7736773666666665,0.92139214,0.0,0.1041311815761967
7943,0.007000700062007259,0.03740374000000002,0.6476647666666668,0.6895689599999999,1.0,-0.4828184145152979
8017,0.3875387536539996,0.8950895088888889,0.5381538133333335,0.3220322,0.0,-0.6616227361290256
8658,0.4823482345646204,0.7432743266666667,0.8825882599999999,0.6467646733333334,1.0,-0.26549640976358024
1350,0.6201620161218886,0.5793579355555555,0.356035606666667,0.7242724266666665,0.0,2.083153991576247
4210,0.4615461546638322,0.5151515155555556,0.005800580000000277,0.12961296,0.0,-0.03449955909173789
4382,0.36593659402958645,0.8711871177777778,0.7320732066666666,0.6148614866666666,0.0,0.9606028876626095
2768,0.04920492045353886,0.17331733111111114,0.3119311933333333,0.16771677333333324,1.0,0.1347208429764131
5662,0.9767976800425193,0.7664766466666665,0.4271427133333332,0.3368336866666668,0.0,0.6196735708105064
8660,0.7716771680396848,0.8553855377777778,0.2504250400000001,0.8242824266666666,1.0,-1.8278202661971732
1243,0.2695269527858979,0.22392239333333352,0.10121012000000018,0.5707570733333334,0.0,-1.5208153043061197
5359,0.35863586322969265,0.5566556666666668,0.05440544000000003,0.8192819266666667,1.0,-0.14345294451378438
8186,0.8373837381521836,0.6740674066666666,0.4443444333333333,0.6511651133333334,0.0,0.9923551568736844
7063,0.16891689166445212,0.5035503555555555,0.11111111333333401,0.3974397466666666,1.0,-1.92230051209401
4923,0.37943794401629916,0.7242724266666668,0.44464446666666646,0.7562756266666666,1.0,0.1156153085409177
4392,0.7681768172557357,0.43204320444444455,0.16511651333333344,0.8998899866666668,0.0,0.8397348422048814
6757,0.7037703773584907,0.8809880977777779,0.8126812666666665,0.20032003333333326,1.0,-0.5541680542110634
7645,0.20642064221808853,0.4814481444444444,0.687068706666667,0.3679367933333333,0.0,1.0920532872842834
7238,0.7072707272566217,0.9208920888888888,0.9561956199999999,0.6071607133333332,1.0,-0.018008028714643902
4634,0.36103610328638513,0.17751775111111112,0.3687368733333334,0.27102709999999997,0.0,-0.3969458409343095
9979,0.5153515351226858,0.33863386444444454,0.07140714000000026,0.4223422333333333,0.0,-1.7559733518504081
2014,0.7943794375055364,0.6181618155555556,0.1697169733333337,0.1277127733333333,0.0,0.3338279907292947
2015,0.06920692071928436,0.5495549555555556,0.26442644000000026,0.729973,0.0,-2.1351566191532267
7533,0.6938693870139074,0.5402540244444444,0.3419341933333335,0.3023302333333333,0.0,-0.2979069345106439
9282,0.10921092107361152,0.9505950599999998,0.8826882666666669,0.5679567933333332,0.0,0.9300963188834097
5131,0.8473847382407653,0.07930793111111112,0.48894889333333325,0.5104510466666665,0.0,0.7560888390805522
6741,0.7516751678625211,0.2852285222222223,0.25142514000000027,0.7960796066666669,0.0,0.4649598928330323
3630,0.9603960395074853,0.21542154222222232,0.8247824800000001,0.66776678,0.0,2.699486819385481
326,0.006300630082381131,0.9640964088888889,0.9741974199999999,0.3617361733333333,0.0,-1.4517438983464381
2415,0.47114711489060146,0.2725272533333333,0.012501253333333295,0.6702670266666666,0.0,-1.445738583306846
7039,0.14591459146071395,0.2773277333333334,0.3662366266666668,0.05960596000000007,1.0,1.7890108656958152
1434,0.8397839782088761,0.8542854288888889,0.9855985600000001,0.6966696666666667,1.0,1.4560344044820641
1183,0.06140614057932503,0.7105710577777778,0.6164616466666666,0.68176818,0.0,-0.948791757951432
6952,0.6615661564354682,0.1494149422222223,0.5606560666666667,0.22182217999999998,0.0,1.5752239333985742
2631,0.3270327035166978,0.26982698222222246,0.8241824199999996,0.3813381333333332,1.0,0.17701604036560828
1734,0.28762876251217984,0.14591459111111127,0.040904093333333336,0.8052805266666665,0.0,0.029819978866599792
980,0.7056705669235539,0.7605760577777775,0.7359735999999999,0.8600860066666667,1.0,0.6545603900336348
9818,0.7147714775445124,0.6869686977777777,0.7683768400000002,0.02400239999999998,1.0,-0.5714964306339031
7178,0.745974597395695,0.17451745111111117,0.9064906466666671,0.4274427466666666,0.0,-1.4364884097501276
5777,0.9214921489945969,0.8066806688888887,0.47554755333333354,0.8296829666666667,0.0,2.06067711003114
4607,0.6433643360793693,0.005700571111111219,0.24892489333333323,0.6311631133333333,0.0,-0.5397451727456517
906,0.02540254026043065,0.9185918599999999,0.4403440333333335,0.0139013933333334,0.0,-0.609488353140803
2501,0.22622262202143684,0.43944394444444435,0.6569656933333334,0.08030803333333325,1.0,1.239732385062266
9375,0.22262226237930727,0.17241724222222232,0.7137713800000003,0.9868986866666667,1.0,1.4314335784369785
4742,0.5147514748870581,0.04420442000000002,0.4826482666666667,0.4853485333333334,0.0,0.7181941701006191
8314,0.5222522251749491,0.9867986799999998,0.5558555866666666,0.9474947466666668,1.0,0.5482772970995261
9198,0.5764576454956152,0.7158715866666668,0.42514251333333375,0.89238924,1.0,-0.024353957424253694
4138,0.8114811480201967,0.9545954600000001,0.3921392133333339,0.6373637333333333,1.0,0.6015167198938508
9471,0.7129712968376298,0.39843984444444447,0.1350134999999999,0.6559655933333333,0.0,-1.0187996993806392
7396,0.34283428381610426,0.6421642155555557,0.7058705866666664,0.5778577866666668,1.0,-0.6104140704349733
9845,0.6375637567543626,0.5637563755555554,0.68316832,0.7708770866666665,1.0,0.5893196470038582
2400,0.9274927495792364,0.47904790444444456,0.14811481333333365,0.1461146133333332,0.0,0.956503279141642
5212,0.3395339534059707,0.27722772222222225,0.9723972400000003,0.17841783999999994,1.0,-0.011535179642099684
3507,0.6515651563468865,0.45024502444444436,0.9279927999999997,0.7145714599999999,1.0,0.2635193483935345
4460,0.3497349738683675,0.4593459355555557,0.9972997266666668,0.4509450933333332,1.0,-2.38609258322691
8509,0.29302930286119233,0.18871887111111119,0.4608460866666668,0.24082408,0.0,-0.22994367052716466
730,0.6046604659402959,0.03370337111111121,0.6255625533333329,0.37993799333333333,0.0,0.4069684450338918
5091,0.8495849588094608,0.4475447555555555,0.30493049333333344,0.10321031999999997,0.0,-0.09170050608455456
6462,0.23102310213482158,0.7054705466666665,0.7545754599999999,0.4025402533333333,0.0,-0.9700796416325268
3806,0.40444044379484456,0.881988197777778,0.44534453333333346,0.20682067999999998,0.0,0.03760654935725942
4184,0.14571457144122602,0.2457245733333332,0.27762775999999967,0.3889388933333333,1.0,1.0376234318346378
6917,0.7138713871910711,0.09120912000000003,0.8116811666666668,0.46114611333333344,0.0,-0.39902193391484714
6851,0.9821982195057137,0.5078507844444445,0.6958695866666669,0.9438943866666667,0.0,-0.9999657310368366
7142,0.560356035964213,0.5464546444444444,0.6162616266666667,0.6684668466666666,1.0,-0.7847447088907349
9672,0.4750475046505449,0.2616261622222221,0.5226522666666664,0.73737374,0.0,-0.29104998465310133
8529,0.25632563291699895,0.93759376,0.49264926666666664,0.2632263199999999,0.0,0.7451114829863623
5345,0.5847584755071309,0.6530653066666666,0.6896689666666664,0.9627962799999998,1.0,-0.6335410637044362
6447,0.1496149614669149,0.31683168222222224,0.8661866200000001,0.6949695,0.0,-0.6598455427069121
6121,0.9996999698821862,0.34513451333333334,0.5004500466666668,0.7240724066666666,0.0,-0.7495818877552499
893,0.19531953228806798,0.4774477444444446,0.6312631266666666,0.9049904999999998,0.0,-1.4829371741472326
2603,0.1416141613960492,0.41594159333333336,0.6292629266666667,0.6098609866666667,0.0,0.9906981913371722
9563,0.35773577376206944,0.14961496222222215,0.5114511466666669,0.69216922,0.0,-0.5758745017346065
9344,0.44124412436885474,0.28012801333333337,0.9315931599999998,0.2383238333333334,1.0,1.0985342684851813
6202,0.7306730675879176,0.6630663066666665,0.16911691333333367,0.1263126333333333,0.0,0.2881142413706338
7071,0.7158715873859509,0.48984898444444436,0.7727772800000001,0.4183418333333333,0.0,0.6213462505085464
2558,0.5789578961821242,0.8855885577777777,0.5672567266666668,0.37643764666666657,1.0,-1.7879705461879347
8665,0.778777877579945,0.7887788777777777,0.9834983466666669,0.8350835066666669,1.0,2.327234862678497
4357,0.44524452475861476,0.3772377244444446,0.43124312666666675,0.0038003799999999366,0.0,0.6155654428306012
5942,0.06130613056958101,0.2742274222222222,0.7028702866666663,0.5914591466666665,0.0,1.7479529195895487
207,0.030303030294977384,0.08360836000000016,0.00980098000000007,0.5180518066666668,0.0,-1.9866149394461696
3290,0.3634363433430774,0.3289328933333334,0.1429142933333334,0.47964796666666665,0.0,-1.4312120266213189
7059,0.4080408043227921,0.99639964,0.16171617333333366,0.7300730066666667,0.0,0.6129642989828188
4361,0.21122112233147305,0.7275727577777776,0.9212921266666667,0.8630863066666667,0.0,-0.20992811416850457
5296,0.06960696066967842,0.03730373111111118,0.8088808866666666,0.39363936666666666,1.0,-1.6649996805365175
5316,0.7774777473646914,0.8748874888888888,0.3880388066666667,0.8038803866666666,1.0,0.4475889375254697
1612,0.26462646292851455,0.16221622222222232,0.7065706599999997,0.5985598533333334,1.0,1.6718691703144186
6369,0.9976997696873062,0.6927692777777777,0.1189118933333333,0.10091009333333334,0.0,0.44646003575094245
8168,0.9665966595801223,0.2771277133333333,0.2630263000000004,0.8470847066666667,0.0,0.23945018019237968
579,0.11211121109044209,0.14811481111111113,0.9673967399999999,0.6756675666666667,1.0,1.9089182893337797
8671,0.1349134913632739,0.3538353844444445,0.8488848866666663,0.80138014,0.0,1.223388472788812
8167,0.0875087509079635,0.2960296022222223,0.22022202000000002,0.15451545333333339,1.0,-0.8262076401683104
2936,0.9023902391708745,0.6481648155555556,0.12931293333333338,0.19771977333333324,0.0,0.8005169131393715
8271,0.07490749074320135,0.30073007333333324,0.5536553666666668,0.07240723999999998,0.0,-0.1607547801469229
3846,0.7121712171140047,0.38223822444444433,0.7319732000000001,0.3124312399999999,0.0,-0.3935307686761267
7553,0.5925592559128356,0.48674867555555557,0.4800480066666668,0.31543153999999995,0.0,0.9494178706886952
2456,0.3947394738240766,0.1477147711111113,0.4061406133333336,0.01700170000000001,0.0,-0.05243087032205388
7127,0.7055705571795554,0.41824182444444447,0.14011401333333362,0.82118212,0.0,0.45629359707885353
7679,0.5283528355035876,0.8441844177777776,0.21322131999999971,0.9272927266666666,1.0,-0.34390167903656516
6246,0.6266626663123396,0.14131413111111113,0.4371437133333336,0.22282227999999993,0.0,-1.6213256414823776
7797,0.5397539755514218,0.841484148888889,0.707470746666667,0.12481247999999989,1.0,-1.2880737801267308
7655,0.9297929790061121,0.26022602222222224,0.4366436666666669,0.6538653866666666,0.0,1.8862343103605081
6585,0.8000800079723627,0.8662866288888887,0.6351635133333335,0.0527052733333333,1.0,0.022573065056540498
1089,0.28132813269554435,0.23282328222222237,0.19071907333333327,0.9972997266666666,0.0,0.9250842560316687
4622,0.12541254123483048,0.9773977399999997,0.7879788000000003,0.07490749333333335,0.0,-3.262051564933232
5848,0.38363836389405637,0.49324932444444436,0.28462845999999997,0.29022901999999995,1.0,-0.5785416610494019
1732,0.6345634564620428,0.22902290222222244,0.180018,0.8089808999999999,0.0,2.268809322180664
81,0.9658965896004963,0.6336633666666668,0.8584858466666669,0.2788278799999999,0.0,1.1874451031343125
5867,0.05060506050137292,0.24262426222222222,0.25542554000000006,0.38543854666666655,1.0,1.039412326349607
3580,0.9931993196917355,0.7287728777777779,0.8368836866666665,0.8092809266666665,0.0,-0.6092670032679154
5080,0.4074407440871646,0.7719771977777777,0.3615361533333332,0.3549354933333333,1.0,-2.0499829910841996
619,0.5965596563025957,0.6918691866666665,0.011501153333333125,0.6424642466666666,0.0,-1.6171351302814876
1804,0.2665266524935779,0.1984198422222223,0.8494849466666667,0.8553855400000001,1.0,-1.2372488374777313
6093,0.3635363539728942,0.23782378222222234,0.47944794666666724,0.04310431333333331,0.0,-0.6392479950379906
3183,0.10401040100983261,0.5814581466666667,0.05230523333333359,0.5328532866666666,0.0,-1.4531216129886997
8268,0.7198719868898931,0.4488448844444445,0.4096409666666667,0.9250925066666666,0.0,-0.3528023213665595
114,0.7292729276286651,0.045804580000000095,0.7979797999999998,0.6088608866666667,0.0,-0.9286808099176147
6102,0.3873387341660024,0.8639863977777779,0.23062305999999966,0.36553655333333346,1.0,0.4859604889309234
6583,0.6468646868633183,0.14421442222222225,0.06090609333333363,0.20442043999999993,0.0,2.1754820919696614
9302,0.348334833909115,0.16211621111111107,0.4743474333333335,0.36413641333333313,0.0,-0.13927329844641065
2697,0.41794179378155727,0.4053405333333334,0.43374337333333335,0.9454945466666667,1.0,-1.2776999859815859
5205,0.17921792187084773,0.11271127111111123,0.9691969199999999,0.7029703,1.0,-1.0317153596913688
