,x1,x2,x3,x4,x5,x6,x7,x8,split
1217,0.941901232345721,0.890874410179848,0.8103620736788626,0.7420678603203515,0.8012479473227752,0.4321481819664133,1.0,0.576798299832527,-0.37070544835552066
214,0.677752178163304,0.7344644105231304,0.9686937422901458,0.1982784519571753,0.3931933142580908,0.5469013907579596,0.0,0.3022998496844842,-0.8012225721802358
1884,0.3325653613130177,0.26453167421739554,0.925585117519554,0.5773195885230521,0.5571069459161198,0.1264410196874246,1.0,0.723382703873332,1.496498767323466
1544,0.7576880695912083,0.7828531282604672,0.7468493748954819,0.10189170151254623,0.6630642112622633,0.42752197552650645,1.0,0.31234867921798326,-0.5136099520853137
290,0.19503155327840282,0.3769701832784611,0.5957191465242411,0.04694225088942494,0.1456807947881511,0.3357754355472801,0.0,0.33229191277747105,-0.47632925396263825
3124,0.1732946004240813,0.3110129496156826,0.2979595932654546,0.26403763122799284,0.4316093597421389,0.14921670357410244,1.0,0.5007815305081831,-0.3104114609152754
1832,0.5747771208025056,0.842184518980019,0.5535107051173216,0.6418776868330146,0.3066805041559679,0.5682273176777505,0.0,0.4133743043656555,0.07981186823950359
1355,0.36962836811191324,0.4709366537959081,0.2697539523252859,0.3655289790922588,0.7003389285139605,0.16507289598834185,1.0,0.5265502607161423,-1.050701253018424
2731,0.34468596624633685,0.8280293149367881,0.18103620603441994,0.9692723420821195,0.042059879187504645,0.6072528848284867,0.0,0.4561826497466459,1.1785971777142001
2533,0.27226284674262047,0.4716393933621901,0.11932386731104927,0.49364428158347595,0.4934681951646984,0.197530546931304,1.0,0.5389103173941141,1.1516570036656584
3042,0.42201742974262046,0.2782853121568367,0.9184837006165112,0.7419677735762827,0.8187158197812916,0.07871874690050291,1.0,0.8316571710422185,-1.1239212902258315
2769,0.18661724929114465,0.36783455553259925,0.6097219469909918,0.700130120106495,0.12353479648483834,0.31848208365354536,0.0,0.6012488824113671,-0.6118872291565066
1085,0.25433236486642596,0.6390924608731194,0.13942788464750366,0.8057251512456752,0.10972944850398125,0.43951426443867686,0.0,0.5004783038528817,0.7880746013606272
183,0.2757688067373114,0.5904025696732904,0.4469893982330153,0.12691422153036203,0.08026052782954274,0.509984144055507,0.0,0.25092824590718443,-1.3514764711423684
3192,0.5869978966551286,0.757052504976641,0.9010802200364068,0.246621957295593,0.23191932008066063,0.6432749584155085,0.0,0.2582472287221549,0.10060430654096192
2332,0.5229890811386704,0.9184820809307273,0.13692738789782188,0.05735161921683629,0.34595878448760065,0.5207040789935908,0.0,0.20170006457267853,-1.1237376968314274
2609,0.16938795941388818,0.40899508117102523,0.29325864977509264,0.9111200088967181,0.18829351755389667,0.27181321958013993,0.0,0.6673416771415308,-0.5014166835609765
2817,0.14304317337298778,0.2372251791597082,0.848469698282758,0.8187368616549396,0.10922177107913411,0.24335977994777203,0.0,0.7417764239906255,-0.3217890921379775
71,0.808073725257167,0.9301274979406235,0.6316263243874563,0.8131318171709486,0.6021577024168152,0.4975292499944102,1.0,0.534414342209903,-0.22862137221405934
2711,0.961133927300488,0.8796305592737415,0.7962592565424447,0.9344409942173199,0.8744458692591539,0.3914115568295667,1.0,0.682750627897498,0.6347079011438546
2778,0.29780627057506903,0.410500952944886,0.4791958393065423,0.5998398532030841,0.44732451992294986,0.21020198451798244,1.0,0.6121769607336809,0.08018334709245012
855,0.5739757587715013,0.8342535895455259,0.3008601700284723,0.39025122553385827,0.4859021917458817,0.437084529868666,1.0,0.37414815344839525,0.40727553660664595
810,0.666933787195795,0.9981929525329472,0.9809961993665528,0.9761785609430392,0.043540151081273404,0.969902379079655,0.0,0.35652650591129564,1.0136832372227895
2490,0.44295301967869993,0.7630759965334837,0.37337467577924066,0.03453108096058832,0.25334443901337167,0.5249507493250468,0.0,0.20550043625211778,1.9798443892684123
928,0.4858259043077089,0.6438108614772966,0.0988197632939265,0.33790411699259015,0.7819602504406922,0.21521730301616543,1.0,0.4708452947396431,-0.3376442282466664
1186,0.23630171295816527,0.5140046173119843,0.33226645107532704,0.48683815613863,0.16236712379484874,0.3742277627889716,0.0,0.44965846964256606,-0.537405217712609
1565,0.9172593405763425,0.9466920986065914,0.6454290848475397,0.28625762900381335,0.8077856522411777,0.45650688037418247,1.0,0.35739602607788434,0.910225739184202
1530,0.20875488316096824,0.4070876410626749,0.16933386897801617,0.6400760653917318,0.4004084431653432,0.19036329712596467,1.0,0.6020616129150351,-0.18230208783352467
1049,0.5976159466712674,0.5017568511464041,0.9858971828635825,0.7666900200178827,0.6275399074388786,0.25388997007422714,1.0,0.7377443263520025,0.0904464287462564
2725,0.7474706997033338,0.8370645522720523,0.79275855309209,0.4410969862100601,0.5049997494283862,0.5237937251156046,1.0,0.3937819630331365,-0.6538666176094025
213,0.3547029951828413,0.20690693609289978,0.897979596599388,0.27975177713518373,0.8688763868376996,0.04818497865376682,1.0,0.6324005563476334,0.719697744668397
2543,0.39687468692567407,0.6242345150329074,0.5519103850639784,0.334200780693951,0.2471810634045446,0.4552228508690384,0.0,0.3670265026389945,-1.2755443414190408
333,0.7478713816060736,0.93524746464859,0.6738347724617104,0.14853367882575497,0.45329342594148114,0.6057141784441683,1.0,0.2215720675456332,1.0316753182777678
2953,0.20925573509577422,0.4211424546953082,0.06021204200702801,0.34290862099615305,0.4482687351852115,0.1801709691321427,1.0,0.4905303596641115,0.16857289685271562
1479,0.3382750673365893,0.5097881732221943,0.8441688348057319,0.05524972419933738,0.11556172445817148,0.5036009212683535,0.0,0.2583332498546618,0.1681263547381104
2230,0.7461684866247611,0.7278385698106036,0.65773154859128,0.9686718016016921,0.8109498550764054,0.2999726093745853,1.0,0.7325730070510765,-0.3524268365643822
250,0.3606130421577831,0.5563698434924784,0.16083216536096545,0.5444900422596778,0.5459011896970334,0.2317152467668812,1.0,0.540287160654211,-0.3868274154880981
2304,0.7633977765020175,0.7870695723502572,0.7250450141686842,0.576919228202767,0.6781472027103088,0.40201531752199404,1.0,0.5147363013039055,1.0839863236916727
3214,0.11349293796593762,0.18642706479963422,0.5086017202867184,0.8326493861208474,0.3993876233506821,0.09131515738515149,1.0,0.7898360177231023,1.0603323779298368
341,0.6578182912095987,0.8554362004050733,0.1380276046008282,0.9585627068504966,0.7716633060151714,0.3101566784990595,1.0,0.6373882385496561,1.6044306053583897
1818,0.31263147347207476,0.3858046375618305,0.7918583763957519,0.6386748042707341,0.30463666369021114,0.2740556420636396,0.0,0.6323141820848477,0.14739730236292894
1197,0.4994490632709703,0.9451862268327302,0.2945589131521005,0.22850565613869667,0.17369818215632926,0.6624384561219833,0.0,0.18780795920029192,-0.5640827293919971
1716,0.2344986479447867,0.37596626801898725,0.18213642940476005,0.39785807161927444,0.5622789560894015,0.1396209588039075,1.0,0.5458561560973898,-0.46959832040770527
1342,0.2925974155990656,0.2851119359212586,0.8181636339389096,0.5261735542706342,0.47091761718866687,0.15566039585024205,1.0,0.6638577873651705,0.4628956950124546
123,0.7210257438078149,0.8726031524574251,0.5282056409401696,0.6743068794481087,0.590860963441306,0.45214759191435944,1.0,0.49451721804009097,-0.9961248607730744
1883,0.3205449264117646,0.34092962657870163,0.423784757459543,0.955159644128074,0.7634979711748222,0.08935957953460856,1.0,0.8281115010068234,-0.04500098393105102
2985,0.7672042474801446,0.983937355848419,0.11552310718435965,0.8027224488435373,0.825982527265505,0.35971098698772536,1.0,0.5468849391885762,0.1627961303318535
1226,0.7113092258547464,0.5842786877058501,0.9511902383730408,0.8285456895019233,0.7577692444263884,0.26321857993343606,1.0,0.753149330701719,2.093017810945131
395,0.564159069899129,0.8718000202498457,0.8928785797630243,0.7202482228648163,0.05520350604352231,0.8413648539305845,0.0,0.32258710463149676,-0.8964574705260088
1594,0.0927576880052664,0.2972593116762414,0.4074815002497787,0.7053348042702005,0.11779983254812754,0.2442811009844495,0.0,0.6223002259202399,-1.1769729016697057
1720,0.5587498748589934,0.7207107725836892,0.7999599933321333,0.03322990658365943,0.29704289884338264,0.5631525446173022,0.0,0.21249239821303867,-0.1604207194999206
774,0.7469698486557657,0.9976909937878602,0.49259851975328894,0.7555800244659746,0.4779378339622642,0.5677510303869217,1.0,0.447641919191172,-1.0989404651273198
538,0.5421216069486092,0.6446139936848756,0.5140028004667507,0.8924031605873893,0.5894685794705392,0.3021541052646977,1.0,0.674475423247598,-1.1811932305081576
595,0.41550636080080694,0.7226182104613397,0.07711542590413023,0.32249023798961074,0.42919990420985643,0.35396244978766267,1.0,0.38101668117624854,-0.3235280905130625
1357,0.4925373133136548,0.3853026810474436,0.7563512718785383,0.427584828736442,0.8865217726446681,0.11963001690867923,1.0,0.6348144192872525,-0.4642841709321012
3191,0.40809375890868504,0.8000200780821194,0.30936187364552303,0.6148533652137734,0.153503069422819,0.568016910197688,0.0,0.374698222845101,0.045929161321671824
678,0.5461284179908683,0.7757253288028534,0.276755352558661,0.9171254137009938,0.5284239673962805,0.3650867671700307,1.0,0.606193048907139,0.6332014784011064
1268,0.7200240408254408,0.5841782950645527,0.9538907817967237,0.04544089635235371,0.7923758737086757,0.2835964258402575,1.0,0.3912319894189267,1.5318827014077587
481,0.5990183306691437,0.6926011453184229,0.5687137456240796,0.03773396352286884,0.6074792358136332,0.3629588609602921,1.0,0.3112263692219308,0.9314343915904041
351,0.7964539713714163,0.657664892058035,0.9162832605431648,0.5962366103205187,0.8414205394702743,0.29157101498823645,1.0,0.6225049362438657,0.7553450197414023
2750,0.8995291996515185,0.894789680807146,0.9390878213033016,0.2438194350535976,0.60329175095942,0.5577268625799603,1.0,0.3113280438479116,-1.289439994351978
1784,0.2524291298209812,0.1081216745606779,0.9693938789798167,0.016514866547760798,0.7883419424896612,0.023307350537823623,1.0,0.5347268414582587,-0.7499006266285464
177,0.47881398343108916,0.7070575250548454,0.7020404134018792,0.12801521574714825,0.2131766405905764,0.5759837053282524,0.0,0.23325145859730334,0.7067741118244248
999,0.7234298307880653,0.5960244951263436,0.9635927187864484,0.0426383741103582,0.7631841604120713,0.3010300390573244,1.0,0.380673723856777,-1.5976160048967303
328,0.7791245114620935,0.7430980817546051,0.917783557259507,0.847662898131537,0.6183570258226692,0.41109954697235046,1.0,0.6555236614083206,-0.9827588677069701
36,0.6727436641386706,0.7971087249449951,0.2516503283881768,0.02101891681496526,0.8529248995930747,0.30381676441702254,1.0,0.3185394318428738,-0.4849059610766105
1988,0.2897926476033128,0.5612890271485502,0.694538909818168,0.41827644795381225,0.016815735812996557,0.5688698515149814,0.0,0.34600563006359586,1.848945520523304
96,0.3978763899080484,0.42094167164341356,0.8586717386228191,0.10889800711753461,0.41276222219886405,0.28364638192801966,1.0,0.40937961398106104,-0.9933077398310086
2470,0.3810477810462942,0.5489408683416728,0.33866773795603233,0.7878090302489215,0.4867905722927055,0.25993664006169276,1.0,0.6345602040743135,1.4408493952790005
1227,0.19903836520789975,0.43559883443173075,0.2899579929987399,0.984786307829168,0.2238256980550486,0.27225910555453287,0.0,0.6946411008187674,0.28223552762343834
623,0.6684363412257375,0.9666700133854695,0.0011002233703405473,0.7044339902135567,0.6964728014203134,0.3692020703451444,1.0,0.4938703055879614,-1.0482287384486995
3072,0.31283181442344477,0.3671318137356179,0.5332066411068661,0.0753678336296637,0.5676625257488581,0.17010085845910977,1.0,0.4352439664894465,0.8753319361181837
627,0.4325353097266933,0.678646722096387,0.16633326887799837,0.36863176823846555,0.4970461849505776,0.31946168937512276,1.0,0.4247709164082796,-1.289996098618357
1045,0.4882299912879593,0.4850918578391392,0.9818963827302256,0.2956660965305121,0.40248335967916726,0.3428007428147954,1.0,0.46725114412660673,0.6978291242151371
1906,0.3166382854015717,0.4648127695977682,0.19923984664119532,0.7886097508894915,0.5928837905227486,0.1700908873851411,1.0,0.6742050692793828,-0.10743202823045987
525,0.2121606731235931,0.39092460650049676,0.6449289881645366,0.8785907295375549,0.12434815256695964,0.33419624830710615,0.0,0.6696772597514205,0.34440196900466635
1732,0.5223880591717982,0.667302480779683,0.4833966794465674,0.726253627669092,0.5198185959529031,0.3413603293717671,1.0,0.5786307852191896,-0.28394117694127086
614,0.6922768709641114,0.5730348367997435,0.863572715452515,0.47042338300694275,0.8339245410646423,0.24112246308800617,1.0,0.5911782874242562,0.8146435353734257
1786,0.5934087946776383,0.8572432478721259,0.04280856142692402,0.9315383852312557,0.6702168019617252,0.324428082207329,1.0,0.6055459002552865,-0.09063073116059188
861,0.5570469798776811,0.7413914269288495,0.8831766361059663,0.26543889234899065,0.20693560604752181,0.6414412724894012,0.0,0.2648054274327656,-0.8215530004539134
2004,0.4672944004646422,0.616504366419609,0.35857171528581855,0.09058152580049583,0.5812630652573278,0.29294737183486,1.0,0.35643743172198405,0.3806723868189466
1934,0.6325753783605861,0.6715189248694731,0.8305661143523171,0.05835252001754898,0.5133721737699783,0.42445049736755136,1.0,0.3038849778352919,-0.09782323776714898
1298,0.564459580882565,0.6439112541185938,0.6071214269043099,0.9428485609433063,0.5712026825327032,0.31771744096097665,1.0,0.7005690555279447,-0.2977829795858345
1682,0.32234799142514325,0.7914867994919417,0.12672534755776077,0.20208187499988328,0.07233438618952515,0.5765249091915624,0.0,0.2162371530430267,0.05063774192266247
2737,0.7441650806600129,0.9065354882276393,0.35937187531248993,0.7762986677047238,0.7165132378247347,0.39449697279898777,1.0,0.5466126967918896,0.6329608825711204
3238,0.8243013121520493,0.8195964267572082,0.981196239373221,0.837053349643983,0.5265531732641333,0.5157901601971184,1.0,0.5938059824401378,-0.5363998111013796
258,0.19893819517583367,0.28892681390725894,0.2230446074346717,0.5346812144126941,0.6526992903947926,0.0814896750420021,1.0,0.6376375426792578,1.483438167890969
1650,0.9128518476313439,0.9961851220139994,0.975695142523521,0.192973674377396,0.4565133031073054,0.7177869502705587,1.0,0.20174405501698622,1.0713605490335187
676,0.0791345286871098,0.1529966877745067,0.7528505750955174,0.41617455960831806,0.18604460130768352,0.15469046679640897,0.0,0.6071757414812389,-2.3494309889415086
756,0.7863367724028454,0.9444834850357486,0.151630325054243,0.9735762188611864,0.9202679045818185,0.31811760874773254,1.0,0.6395579294417573,-0.14622933054437426
619,0.5254933381509872,0.7120771013522145,0.01810362393710907,0.4926433807827634,0.8080563848235627,0.22812564464310292,1.0,0.5099792049881486,-0.7928260924881166
864,0.5072623461785941,0.7298464003295513,0.6407281480245111,0.7554799310499011,0.2686763269446537,0.5215565787015475,0.0,0.4979273456833919,0.3881940607077754
3015,0.29089452061775334,0.77241240733124,0.15223044507424666,0.679811830516026,0.010235781369241304,0.5926990138429653,0.0,0.3646695989116022,-0.005874503227022141
1627,0.7442652506920788,0.9869491016268406,0.33216643440565985,0.19447502891446722,0.6102625484112363,0.4919387701991918,1.0,0.2764162796392924,1.780456248708282
2460,0.5231894220900404,0.5965264538714306,0.4492898616433627,0.7933139813168385,0.6998124177506064,0.23780623263865192,1.0,0.6671097184905417,-1.2576808760181337
1960,0.9383952714637922,0.9115550645250083,0.8122624570758741,0.8201381227759371,0.7531299732944687,0.4590238986421971,1.0,0.592369250857395,-1.1630616591052532
954,0.41680857476661726,0.7361710675795858,0.08681736289385489,0.42928635676165106,0.4012142997710837,0.3705932017357138,1.0,0.4080941870293042,-0.4016394136293153
2200,0.25313032181991957,0.36984238605154696,0.6807361493580846,0.9599639679714945,0.2522697180116391,0.2611253904155806,0.0,0.7596168322269055,-0.17931224722629918
3023,0.6013222476173283,0.6941070170922836,0.8870774195696565,0.3455109630780061,0.358507160825273,0.5111279354799154,0.0,0.37449858613828013,-0.7075406812611381
2918,0.0902534308155023,0.42696516320025624,0.15713142857127682,0.7147432717968992,0.004887962678970181,0.35562126616400586,0.0,0.5234076912314709,-1.2524560398854243
2361,0.11790043064476519,0.16444132173250792,0.7005401100182036,0.6223601245551208,0.32738295572410436,0.11127702279195371,0.0,0.7171312210257987,-0.8743825515288312
2371,0.18411299227882794,0.21483786775809266,0.6358271645274822,0.776198580960655,0.46701420655957193,0.09912156310367322,1.0,0.7817339661784946,-0.9289177448054314
679,0.384052889993417,0.39534183364218145,0.7631526321052458,0.06986287588974194,0.51563084676071,0.22237894360817673,1.0,0.42078708068716075,-2.266534187355151
2873,0.3884603829384159,0.7125790578666018,0.18193638939809142,0.9328395529361798,0.3037889585212219,0.3983068295162819,0.0,0.5770116232608782,1.103198416439996
543,0.26454973475430044,0.1590201793313495,0.7066413335552402,0.5982384119219438,0.9249079419968698,0.012798047758236827,1.0,0.772356810311571,0.5111314084969836
3179,0.7805268954599702,0.8261218748284382,0.4116823403898038,0.6719047175263985,0.9248463720383076,0.30429638314670643,1.0,0.5715631469720126,1.0144472557297513
519,0.4991485522875343,0.609075393499503,0.039907984663906326,0.7907116392349859,0.9639360427665349,0.14929551147185627,1.0,0.6680412913643572,1.2331989166397785
28,0.7972553342896582,0.8689890575233192,0.4515903183863763,0.9050145106763686,0.8368168470423398,0.3480555452814671,1.0,0.6391384036558918,1.5070353811663868
108,0.6373835523210873,0.9558277285831529,0.23114623103838738,0.9323391058718259,0.47805157948580823,0.4781999396033379,1.0,0.5322767358929443,0.3651311564782803
427,0.6834618850741132,0.7731151491282215,0.8688737789628802,0.05585026467976495,0.4232892178887562,0.5489999260730477,1.0,0.23470023402727058,0.7296371656058025
2300,0.4628869075196431,0.584479470757745,0.8559711951991358,0.6630967838081224,0.25461116443098586,0.4593786968802656,0.0,0.5336224393767903,0.6657007401848245
3054,0.5185815881936713,0.36241341313144093,0.8259651941989561,0.566810126779567,0.9693898669267067,0.09562281629025259,1.0,0.7224255489325699,0.8768594538888372
3024,0.5553440848963687,0.7478164845894819,0.7543508718118597,0.3250925800714636,0.27627777244333185,0.573197150414263,0.0,0.3143700226528505,0.785285057468226
1581,0.7892417104306642,0.7589599428542912,0.513802760460083,0.8777900088969849,0.998356402876065,0.25832705150508295,1.0,0.6976191805830094,-1.5743716931431737
1407,0.19092457131683982,0.3024796710255051,0.08421684280717212,0.8638774911030817,0.6942702779745227,0.06740184910971327,1.0,0.7545686337851532,0.19439404043429281
155,0.27957527771543833,0.6199176783018201,0.024304864143812832,0.3480132117437854,0.27478510042525084,0.343505868964841,0.0,0.3916251941367328,-0.4362348894482286
2024,0.2451166979609256,0.24365023682034037,0.8657731555258619,0.6885196708182281,0.3904887387372604,0.15059645383983894,1.0,0.7482140883459483,-0.1394709539597094
2971,0.21115897014121898,0.18803332921479232,0.911882380396472,0.11790611432394826,0.4048540288106359,0.12993456015919258,1.0,0.5105182033998528,0.9698306793780098
2144,0.21726935806753034,0.45607870795569605,0.2626525287549093,0.7660894795374548,0.255942982333494,0.27557184186685535,0.0,0.6059681937874011,-0.49053233131816165
44,0.4405489326984495,0.7299467929708483,0.6042208434739593,0.04844359875449156,0.16165296870722767,0.606409325772713,0.0,0.17968287701345886,0.7329427618911056
1548,0.7420615046631982,0.9884549734007013,0.32466493082194825,0.14032629225991133,0.609233736085312,0.4934671491230593,1.0,0.2563704231470201,0.4128649340818692
980,0.51417409613591,0.6418030309583491,0.5864172828805185,0.9342408140571773,0.46577781169752175,0.35233869099462034,1.0,0.6702684898729903,-0.23088689182557798
1944,0.6947811279764282,0.7090653555737931,0.7043408701448928,0.899309379448309,0.6804756520173221,0.3359657614238254,1.0,0.6877067739286851,-0.30562357406593665
2077,0.4230191327249948,0.6054612985653973,0.9755951191865209,0.13432088745563553,0.07443919071555438,0.6413338219650258,0.0,0.2224137640865269,-0.5221806252457359
766,0.20274466615396058,0.07077602690825258,0.9777955592598668,0.9480532451070117,0.7267328292352622,0.0016699495801449499,1.0,1.0,-0.019156397531153092
1135,0.20064109015714604,0.13020781026910144,0.905381076846099,0.5856270618329645,0.5599838282182357,0.05304368853563106,1.0,0.7724528453768578,0.5105058097759977
223,0.09075428221796555,0.2770806138454682,0.41378275712614965,0.18356520685069722,0.15652194280110465,0.22964677187681137,0.0,0.43211191256963843,0.09768467143750796
109,0.5170790341637288,0.49533179348577194,0.4939987997999644,0.6737063389676811,0.9065778554813952,0.14729351815577624,1.0,0.6845374811348481,0.24784144022395127
722,0.43073224471331484,0.536090753020408,0.8293658743123098,0.8701831628115689,0.2789744029743335,0.39513408336366374,0.0,0.6589824660725956,-1.053634146733557
2882,0.46348792948651507,0.7302479664333406,0.35277055509245026,0.9417475733985247,0.35164234805273065,0.4195136458757044,0.0,0.591163551835642,0.6618011976362772
1409,0.7076029249086855,0.9512097183895731,0.6162232438740309,0.7165448932381818,0.38181528095861617,0.6147362494435143,0.0,0.420863321747996,-1.3538041716566285
2527,0.9738555542006793,0.8368637692201577,0.9185837172861788,0.9007106405693065,0.8636120959788156,0.38594203925491744,1.0,0.6960870430213717,0.5765689302208508
1155,0.7318441347753235,0.7576548541323251,0.8554710985161331,0.6120508429717783,0.5489867712889858,0.45094422971470244,1.0,0.5175041796856323,-0.18925476476854589
2620,0.5026545122822252,0.617809457372275,0.16693338889800158,0.8180362344304432,0.8352658394933317,0.18770566114813564,1.0,0.6694914664530724,0.10131532303884833
61,0.8597615948889359,0.7132817996635832,0.8572714585761436,0.9656690991995541,0.9259355959878282,0.2828537783916647,1.0,0.7828044490444039,0.8456909973630844
1492,0.23239507194797215,0.34082923393740416,0.18703740623445553,0.3683315013342542,0.6528399241399894,0.1054981075180519,1.0,0.5563890383745349,-2.5893840380424478
583,0.1387358509036738,0.2624234510571508,0.6731346291047062,0.7943148821175511,0.1614530697930412,0.2250153436001875,0.0,0.7116937537487438,-0.03960418171820844
660,0.2550335568653641,0.2571027012972895,0.6797359493247455,0.9729756783807587,0.5484349642720343,0.10162481400693087,1.0,0.8750256652338049,-0.4368250008638426
1064,0.2799759587309405,0.5262523834775648,0.6383276679444969,0.6157541792704174,0.0732137643946027,0.4819862748128085,0.0,0.4681364440716713,1.2674319052393423
2302,0.1930281482008921,0.2158417830175665,0.5408081613602449,0.6918226401245776,0.5835633521742258,0.07359734144361536,1.0,0.7473102174900497,-0.36003506649637296
2494,0.3326655313450839,0.7823511695153806,0.1964392865478457,0.2994695195732202,0.07280903918749071,0.5858066929660265,0.0,0.24746817956221356,0.473726453688033
961,0.5605529398723719,0.8156811561299107,0.6705341090180239,0.9897908118327309,0.23592232969626958,0.5998581132444081,0.0,0.5437929760790468,-1.0061876037866209
1033,0.2660522887842429,0.38138741042014557,0.581816362727158,0.023320991992606732,0.3479850242020581,0.25212888627256447,0.0,0.3705840013693873,-1.0318014438459298
1239,0.48101773034720763,0.34635076897985995,0.9897979596599389,0.5818236387902566,0.7121771623551363,0.1417998282805969,1.0,0.7264830415492494,-0.41652379029825176
2011,0.12701592698585684,0.18813372185608956,0.6699339889980198,0.9526573887902899,0.3122758916993993,0.11976091921308814,0.0,0.8514187214123883,0.8327836964114269
2186,0.08935189813136557,0.08563397274846496,0.9576915419234129,0.406465818505403,0.2531362802798527,0.10085209838578772,0.0,0.6656246431389068,-0.4802879076362025
1551,0.36812581408197076,0.2502760775328676,0.9346869411566083,0.527975175711917,0.7131599887829221,0.08828839023464473,1.0,0.7269795579208136,-1.8736035619204805
1831,0.8902133627139521,0.7975102910487848,0.9729945990998381,0.6401761588078053,0.7100560668873459,0.4313692838145576,1.0,0.5611371976879305,0.3956744733702338
3247,0.1137934487719261,0.3146270445497883,0.4547909584930627,0.36612951957268625,0.12028875579923737,0.2713725167048029,0.0,0.4800582543818326,-0.7692590443891488
1869,0.203846539168401,0.22226684067819868,0.568113625604076,0.20758682606780032,0.583076590120734,0.08769643228775377,1.0,0.540531982835617,2.053650624112383
1803,0.5594510668579316,0.7113743595552331,0.9084817002831183,0.18796917037383265,0.23702802873311057,0.6066122723792468,0.0,0.25720602059013586,-0.09639269890073551
785,0.29450065064451025,0.507077603136965,0.3950790198363707,0.4829346396798483,0.2926014832039663,0.3208836017112068,0.0,0.4876223598897358,-0.9321722817217953
2878,0.42932986071543855,0.886557573448761,0.25105020836817316,0.852367128558884,0.11591553935849519,0.6235510119756861,0.0,0.4153124938052386,-1.0680167603136537
1055,0.024541720850074222,0.10380483782959071,0.22954591098504373,0.24502051601445274,0.544556442994254,0.025655216934853425,1.0,0.5628045128183299,1.076403010176856
2217,0.7121105878857505,0.7331593218011643,0.6667333488913343,0.5402862588966847,0.7141568518544197,0.3487379169293791,1.0,0.5254088968860611,-1.8050721721653449
60,0.0023039165932894345,0.038249172501301554,0.9525905184197159,0.9680712611212646,0.0858941196362153,0.10455176969983228,0.0,0.93020243484332,-0.2552880208844459
380,0.08694781123983863,0.054512599704777065,0.7758551758623224,0.08497648131650504,0.521947541367654,0.028833518068074146,1.0,0.5440545438853164,-3.1689585756121708
1390,0.43784433562200054,0.5560686677992865,0.6306261243541171,0.17595836076528115,0.4158535984357348,0.3479643800698205,1.0,0.37767109452239644,-0.28029839547827085
3245,0.6123409795362071,0.7295452268670586,0.6322264444074603,0.5801221107650475,0.5112457380809865,0.4128225051679527,1.0,0.4965704507760744,-0.22747301990015117
1356,0.309526194492886,0.5854833860172186,0.608521706950985,0.777900108985864,0.06787323430434666,0.5213550498934104,0.0,0.501918200745763,-0.10865158463392882
